INSTRUMENT,SYMBOL    ,EXP_DATE  ,OPEN_PRICE ,HI_PRICE   ,LO_PRICE   ,CLOSE_PRICE,OPEN_INT*      ,TRD_VAL           ,TRD_QTY          ,NO_OF_CONT       ,NO_OF_TRADE      
FUTSTK    ,NESTLEIND ,30/09/2021,00019399.95,00019577.70,00019386.90,00019450.90,000000000155050,     1332087027.50,            68400,             1368,             1187
FUTSTK    ,NESTLEIND ,28/10/2021,00019481.50,00019600.05,00019363.00,00019445.00,000000000236650,     1698875842.50,            87200,             1744,             1550
FUTSTK    ,NESTLEIND ,25/11/2021,00019544.00,00019624.05,00019450.00,00019450.00,000000000003350,       40128657.50,             2050,              041,              026
FUTSTK    ,NMDC      ,30/09/2021,00000145.00,00000148.55,00000142.55,00000143.05,000000012220800,     4967480835.00,         34417900,             5137,             4450
FUTSTK    ,NMDC      ,28/10/2021,00000146.00,00000149.20,00000143.10,00000143.70,000000104741100,     8141876515.00,         56139300,             8379,             7343
FUTSTK    ,NMDC      ,25/11/2021,00000147.15,00000149.50,00000143.65,00000144.10,000000004294700,      273523480.00,          1882700,              281,              275
FUTSTK    ,NTPC      ,30/09/2021,00000141.05,00000142.75,00000138.65,00000141.30,000000024641100,     4053954285.00,         28762200,             5046,             3738
FUTSTK    ,NTPC      ,28/10/2021,00000140.00,00000143.20,00000139.10,00000141.70,000000049892100,     6866651205.00,         48564000,             8520,             6752
FUTSTK    ,NTPC      ,25/11/2021,00000140.65,00000142.60,00000139.00,00000141.70,000000000678300,       52355925.00,           370500,              065,              065
FUTSTK    ,OFSS      ,30/09/2021,00004590.00,00004650.00,00004524.00,00004554.90,000000000041750,      910394287.50,           198875,             1591,             1274
FUTSTK    ,OFSS      ,28/10/2021,00004605.05,00004674.20,00004550.05,00004583.55,000000000730750,     1599132193.75,           347125,             2777,             2333
FUTSTK    ,OFSS      ,25/11/2021,00004579.15,00004691.00,00004579.15,00004605.00,000000000003125,        4058212.50,              875,              007,              007
FUTSTK    ,ONGC      ,30/09/2021,00000144.65,00000145.65,00000140.95,00000144.00,000000024924900,     4631531520.00,         32363100,             4203,             3337
FUTSTK    ,ONGC      ,28/10/2021,00000145.50,00000146.45,00000141.70,00000144.85,000000055717200,     6221016340.00,         43220100,             5613,             4309
FUTSTK    ,ONGC      ,25/11/2021,00000145.00,00000145.50,00000142.45,00000144.85,000000000985600,       49862890.00,           346500,              045,              044
FUTSTK    ,PAGEIND   ,30/09/2021,00032662.05,00032662.05,00031600.00,00031782.60,000000000021660,      825841041.00,            25800,              860,              532
FUTSTK    ,PAGEIND   ,28/10/2021,00032700.30,00033025.45,00031741.00,00031905.90,000000000081090,     1378274682.00,            42900,             1430,             1047
FUTSTK    ,PAGEIND   ,25/11/2021,00032000.00,00032158.50,00031900.00,00031996.95,000000000000480,        8636725.50,              270,              009,              009
